std_dev,color_variance,damage_score,contamination_score,red,green,blue,color_name,is_rough,is_printed,damage_detected,contamination_detected,fabric_type,quality,waste_category
3.8956787570981284,45.0613132744391,0.004324546810182554,0.18591235415400761,49,179,206,Blue,0,1,0,1,Polyester,medium,Upcyclable
20.59267175515836,0.9682002531445022,0.08922184926816727,0.6040776383976931,4,33,67,Brown,0,0,0,1,Cotton,medium,Upcyclable
14.919341756669468,0.5,0.6473426779791612,0.001150381274688244,74,186,34,White,0,0,1,0,Silk,medium,Repairable
12.584623997552331,42.45158210446139,0.10644708551115509,0.8388665670631681,44,229,250,Blue,0,1,0,1,Polyester,medium,Upcyclable
22.893410310726942,24.675370128450847,0.2822158669785212,0.038396698089242676,162,80,97,Beige,1,0,1,0,Linen,medium,Repairable
26.247996179967608,9.580487217483602,0.620716188687213,0.0007433293890750955,210,107,253,Beige,1,0,1,0,Linen,medium,Repairable
25.45024095292959,26.415549033469226,0.010231230143489829,0.09092869264581298,243,125,35,Green,1,1,0,0,Polyester,high,Reusable
11.28625981421889,0.5,0.14276942351008515,0.0761706096619311,202,4,184,Red,0,0,0,0,Cotton,high,Reusable
15.526300993190283,20.040506079165933,0.016590734018541508,0.007811161035194107,202,193,197,Green,0,0,0,0,Cotton,high,Reusable
20.65010745122851,23.933854074117022,0.31680482057996767,0.006312706445548765,116,40,131,Blue,0,0,1,0,Nylon,medium,Repairable
25.804361016978874,31.091241674453958,0.014706171525014002,0.45255359351260926,26,33,48,White,1,1,0,1,Polyester,medium,Upcyclable
14.16660609723768,7.833248572489548,0.6867816227297895,0.17088138716730766,129,181,221,Red,0,0,1,1,Cotton,low,Recyclable
16.514728186689464,21.028245936840307,0.2359202562500498,0.34671536755446625,181,19,166,Brown,0,0,1,1,Cotton,low,Recyclable
9.149320207951774,8.894904487284952,0.24812271304659364,0.12941147196592198,238,237,17,Red,0,0,1,0,Nylon,medium,Repairable
8.430347007354634,23.064605068091804,0.6963617006894167,0.6319877634014563,117,181,59,Black,0,0,1,1,Nylon,low,Hazardous
24.500206579153584,9.25584413164371,0.06303663514899731,0.22921492164957996,199,238,85,Green,1,0,0,1,Cotton,medium,Upcyclable
28.84992022856658,15.102789930077353,0.27927285565053894,0.04749843573543858,225,65,137,Green,1,0,1,0,Cotton,medium,Repairable
17.42391902735733,8.050215262517252,0.9103008159116278,0.7762054722844932,103,91,112,Beige,0,0,1,1,Cotton,low,Reusable
26.028263183136193,27.813634901883884,0.019155507123939406,0.006628893635440341,254,145,220,Yellow,1,1,0,0,Polyester,high,Reusable
20.893088200381072,30.301413399879984,0.20529269532957697,0.12883184310201432,247,43,22,Red,0,1,1,0,Polyester,medium,Repairable
12.839041963159005,17.184553160511033,0.11231250800423873,0.24159543660055238,211,102,67,White,0,0,0,1,Silk,medium,Upcyclable
20.891164844067312,20.45885593952034,0.1235752576648003,0.01487938079866854,214,47,58,Red,0,0,0,0,Cotton,high,Reusable
30.304292531727754,2.6169030243974696,0.038025074848162595,0.0071899455644954865,206,242,210,Grey,1,0,0,0,Wool,high,Reusable
17.71339168712039,16.403880223918556,0.005942460897664083,0.22143544347345223,175,34,89,Yellow,0,0,0,1,Silk,low,Recyclable
30.517149246512048,19.397544595499063,0.11876986772178966,0.019568719940294917,204,206,6,Brown,1,0,0,0,Wool,high,Reusable
2.0,51.4495170923597,0.007946246389466923,0.009947405650267005,246,110,12,Black,0,1,0,0,Polyester,high,Reusable
24.57522003500179,6.656395690710037,0.21294868988611532,0.853767058964811,222,38,130,Grey,1,0,1,1,Wool,low,Hazardous
18.69637654590537,37.57012686502925,0.036441917777726,0.1388447994736058,48,231,167,Brown,0,1,0,0,Polyester,high,Reusable
15.60794119627306,31.962305281589696,0.5300472945747923,0.2253880172249222,109,230,10,Blue,0,1,1,1,Polyester,low,Recyclable
18.73408621228402,23.367636853881635,0.025300999679790517,0.0018921106297277131,252,2,207,Beige,0,0,0,0,Cotton,high,Reusable
2.0994486831928576,41.1034458103416,0.042217939785045434,0.5263517809109689,77,18,211,Grey,0,1,0,1,Polyester,medium,Upcyclable
16.242624897299905,24.465265671282353,0.23164435603167796,0.0011797756593932291,0,214,50,Blue,0,0,1,0,Nylon,medium,Repairable
20.85690057209397,24.669910348015144,0.00409767934870777,0.2020214094441941,119,210,214,Beige,0,0,0,1,Cotton,medium,Upcyclable
29.82315235793213,19.362552163789456,0.09284569195291123,0.23801917808305345,218,124,150,Grey,1,0,0,1,Wool,medium,Upcyclable
13.853838253810821,34.682826589023534,0.4708926588740736,0.10135488179009647,160,145,31,Red,0,1,1,0,Nylon,medium,Repairable
11.532051176854498,33.157630805730605,0.0026104098507074877,0.017719243356155403,34,221,168,Beige,0,1,0,0,Polyester,high,Reusable
13.985943651323709,12.49187255004545,0.9470527851585945,0.20578827742591968,181,230,41,Beige,0,0,1,1,Cotton,low,Recyclable
25.323216941616593,4.1690336648147905,0.1117039327248779,0.007903230388004591,55,82,246,Grey,1,0,0,0,Wool,high,Reusable
20.630008877277476,17.564232351252116,0.020036782245286603,0.016624848080958123,142,4,165,Red,0,0,0,0,Cotton,high,Reusable
13.76191836986369,10.399537227228244,0.0038795351373619516,0.00949636864881398,196,54,194,Red,0,0,0,0,Cotton,medium,Upcyclable
22.10613946490685,19.23770510461574,0.10886630425227439,0.0014372703468328641,228,12,243,Blue,1,0,0,0,Denim,high,Reusable
18.776620394784324,34.84925761620967,0.18135701502661986,0.02008842089651841,3,161,199,Yellow,0,1,1,0,Polyester,medium,Repairable
25.749159924263115,14.51238013895852,0.10153379020793352,0.11610354619995054,109,215,101,Green,1,0,0,0,Cotton,high,Hazardous
12.383575248981181,19.4861194242611,0.7816404442670187,0.2455471327167277,83,17,120,Blue,0,0,1,1,Nylon,low,Recyclable
15.378702827217854,20.69627281770074,0.8056533377015963,0.09205452136476536,191,67,231,White,0,0,1,0,Silk,medium,Repairable
14.86313477494274,30.181170586463416,0.046489245306295696,0.646075364719632,230,99,77,Green,0,1,0,1,Polyester,medium,Upcyclable
6.291880414943051,0.5,0.6576427565188084,0.4402223966846991,21,199,71,Brown,0,0,1,1,Cotton,low,Recyclable
20.368962216516607,12.719596462816439,0.5414055777611269,0.5736796185286931,23,170,202,Black,0,0,1,1,Cotton,low,Hazardous
20.088442177439113,22.535404307353673,0.6433728969732707,0.9879598744631662,174,192,105,White,0,0,1,1,Silk,low,Recyclable
18.040907653139687,34.40094747712234,0.039771929030103244,0.6943765011796333,74,251,249,Green,0,1,0,1,Polyester,medium,Upcyclable
16.123302932998826,14.097170629925538,0.00978272018158516,0.4853817201979763,109,168,118,Brown,0,0,0,1,Cotton,medium,Upcyclable
6.677034063596686,0.5,0.8346711536385263,0.18761160231495083,133,37,169,Beige,0,0,1,1,Cotton,low,Recyclable
14.634837417877128,27.436537351593635,0.24781160691053417,0.5926185483107136,154,227,170,Pink,0,1,1,1,Polyester,low,Recyclable
15.258283867785844,12.375651334092447,0.6730419162283473,0.5020202715306723,137,165,32,Blue,0,0,1,1,Denim,low,Recyclable
11.581781846227049,5.7240000909156645,0.1062816087682453,0.554867188265158,166,140,78,Brown,0,0,0,1,Cotton,medium,Upcyclable
16.709714306671927,12.507855323441312,0.06440156393828189,0.5720613339507202,201,124,164,Beige,0,0,0,1,Cotton,medium,Repairable
21.232406854516306,17.785695708129804,0.07311327791789343,0.03299622536786292,109,21,77,White,0,0,0,0,Silk,high,Reusable
33.08948720968424,12.743064025541447,0.9520874335300008,0.05970339121174824,89,28,118,Beige,1,0,1,0,Linen,medium,Repairable
19.39662250265471,0.5,0.057908777039671726,0.8154098828088743,36,253,217,Green,0,0,0,1,Cotton,low,Recyclable
20.060403125782116,30.76479436264559,0.0040000415189881166,0.599813032262297,53,136,56,Grey,0,1,0,1,Polyester,medium,Upcyclable
17.404432673870662,35.29850049534467,0.0741328688301031,0.3143893344190408,224,218,191,White,0,1,0,1,Polyester,medium,Upcyclable
2.649830277607668,27.81826389607407,0.9562982259223289,0.03524651455189328,50,109,191,White,0,1,1,0,Polyester,medium,Repairable
17.787888996406267,6.3477719549022,0.020573184459613383,0.597815632361847,59,107,187,Beige,0,0,0,1,Cotton,medium,Upcyclable
18.481841679528213,17.582101592629783,0.29753003417955787,0.000125288975336713,71,67,51,White,0,0,1,0,Silk,medium,Repairable
37.70593689988229,19.921744217246502,0.012696903104982726,0.03392044603467562,127,103,71,Black,1,0,0,0,Wool,high,Reusable
16.46111228175102,27.185532674742923,0.49303892122453385,0.6248600732601911,50,144,240,White,0,1,1,1,Polyester,low,Recyclable
20.4123787386689,28.02008586461697,0.6492811929155939,0.3370174192917649,61,245,67,Blue,0,1,1,1,Polyester,low,Recyclable
17.722305842358054,11.189914414658052,0.17717907897159932,0.7001319597680526,48,164,99,Yellow,0,0,0,1,Silk,medium,Upcyclable
8.650575699043744,20.983946676962724,0.4492538926882473,0.5870964595670166,178,191,81,Green,0,0,1,1,Cotton,low,Recyclable
27.142582516120164,25.487364855382893,0.15200736916239077,0.026854523996134288,27,194,154,Grey,1,1,0,0,Wool,high,Reusable
24.015464261494195,37.4698678657612,0.4196272055693455,0.1225955719448384,239,131,58,White,1,1,1,0,Polyester,medium,Compostable
24.328255576344375,28.45407847789668,0.0460130581646047,0.5554404631699069,163,39,18,Grey,1,1,0,1,Wool,medium,Upcyclable
10.724900361642089,29.468680248506228,0.015377418071631085,0.003404696851155375,231,143,2,White,0,1,0,0,Silk,high,Reusable
29.222354487488793,21.00591953515233,0.38313187968786455,0.08506280324234701,152,138,200,Brown,1,0,1,0,Wool,medium,Repairable
6.785191497661753,36.925509742442046,0.0005448911862203067,0.8190928077149046,163,218,38,Pink,0,1,0,1,Polyester,medium,Upcyclable
22.694856750402163,24.91715355151397,0.059441242606049716,0.3146477571072159,76,25,65,Black,1,0,0,1,Wool,medium,Upcyclable
35.523645006479825,9.666945077917156,0.0025469828864181357,0.019683193875708542,187,250,72,White,1,0,0,0,Linen,high,Reusable
10.075709398954494,36.840439641502286,0.4876586258442296,0.15060028379888754,6,253,183,Grey,0,1,1,1,Polyester,low,Hazardous
13.469618163177824,28.374839270468332,0.15331666859067883,0.007914644069067866,64,94,133,Yellow,0,1,0,0,Polyester,high,Reusable
18.79721092070113,14.683471746458213,0.2875974201992342,0.05468431515043258,200,97,229,Pink,0,0,1,0,Silk,medium,Repairable
13.972194767070405,14.24608439120908,0.0005735675162539332,0.26502561266712316,122,199,27,Pink,0,0,0,1,Silk,medium,Upcyclable
5.5946925514709385,23.55890654168914,0.1743720350951625,0.20983550234921955,219,102,175,Grey,0,0,0,1,Nylon,medium,Upcyclable
18.54850379844822,25.558217543211015,0.6304247416081589,0.32347134428944924,35,192,97,Blue,0,1,1,1,Linen,low,Recyclable
9.501570290191161,22.36750718757448,0.8373629732135557,0.26680594248947415,237,124,92,Pink,0,0,1,1,Silk,low,Recyclable
21.788739445081454,23.73570408131462,0.1410638348285042,0.5288317742520363,221,1,175,Black,0,0,0,1,Cotton,medium,Upcyclable
10.644606126129574,40.39948849491657,0.0368866376677322,0.2553785943741192,72,246,194,Yellow,0,1,0,1,Silk,medium,Upcyclable
30.399475240140315,32.85851782681863,0.24221749938687615,0.3281366625482046,29,90,181,Brown,1,1,1,1,Wool,low,Recyclable
11.733973661310102,22.28762709518029,0.36949487451405993,0.24257084122250755,226,44,125,Yellow,0,0,1,1,Silk,low,Recyclable
15.423507870354594,31.2957269692098,0.834713159218603,0.18938573303954126,46,170,15,Green,0,1,1,1,Polyester,low,Recyclable
24.50813773895736,7.609713157669525,0.1642871207336874,0.008527242358192853,90,2,235,Yellow,1,0,0,0,Cotton,high,Reusable
8.153085468528358,24.775124599361707,0.252395595736931,0.14673517959927718,28,161,34,Red,0,0,1,0,Cotton,medium,Repairable
19.819679476833034,41.71167619679732,0.062202194044867105,0.14035503268057437,254,79,74,Blue,0,1,0,0,Polyester,high,Reusable
28.457142034259427,17.383449255291513,0.06682727084210129,0.5684127765687039,4,192,106,Beige,1,0,0,1,Linen,medium,Upcyclable
5.14013412351018,9.828392856570982,0.025952309789349884,0.6322970480503071,64,63,86,Black,0,0,0,1,Cotton,medium,Upcyclable
19.477070868258433,12.17493333688327,0.05578794542192956,0.19261709547732522,234,134,157,Grey,0,0,0,1,Nylon,medium,Upcyclable
20.07906235398739,6.92440355189134,0.01791781383818902,0.3372905735065932,114,34,175,Yellow,0,0,0,1,Silk,medium,Upcyclable
24.254582974218483,10.582857102467559,0.654439129929242,0.10097231565812645,196,21,68,Green,1,0,1,0,Cotton,medium,Repairable
8.104394312975344,15.553902816919653,0.5151324735173958,0.09351050078619956,62,175,115,Blue,0,0,1,0,Nylon,medium,Repairable
7.4363470953257895,3.1331957698562967,0.08924027775040501,0.03520494215050607,245,159,7,Brown,0,0,0,0,Cotton,high,Reusable
22.175532524935182,20.187420007395236,0.196003027691901,0.015774421511035263,92,25,106,Grey,1,0,1,0,Wool,medium,Repairable
20.37587738586549,30.827326085439765,0.786286723625857,0.06038405941999788,183,119,106,Blue,0,1,1,0,Polyester,low,Recyclable
20.003942802767014,9.106925838236956,0.31372558560500263,0.3604371633843042,16,5,113,Green,0,0,1,1,Cotton,medium,Upcyclable
20.771585675975807,38.23140708370123,0.00020669034582983608,0.05651492009058339,126,173,178,Black,0,1,0,0,Nylon,low,Recyclable
12.559802227372074,26.129505062331138,0.5617298073379222,0.13864755673916507,50,182,9,Green,0,1,1,0,Polyester,medium,Repairable
19.85802957728803,32.366967027488684,0.006417335394606038,0.04221692225691395,112,202,27,Beige,0,1,0,0,Polyester,low,Recyclable
20.34457978638945,12.105985353774354,0.5856092404123109,0.43041177120133134,36,222,163,Brown,0,0,1,1,Cotton,low,Recyclable
12.285188655789057,30.254302724799388,0.2832723532050564,0.01235985529542353,87,117,59,Black,0,1,1,0,Polyester,medium,Repairable
32.926196089158054,6.896793195256244,0.0014100221860045997,0.7164717901951977,115,182,9,Grey,1,0,0,1,Wool,medium,Upcyclable
21.7906633672943,30.682970010038105,0.18811506481832393,0.015472673346988697,124,84,141,Green,0,1,1,0,Polyester,medium,Repairable
8.469572022378811,22.062072077522373,0.07768739497601602,0.6331119947467,218,184,101,Green,0,0,0,1,Cotton,medium,Upcyclable
23.252428869070638,26.639014639817404,0.3193332396934115,0.08980182080968595,136,242,62,Black,1,1,1,0,Wool,medium,Repairable
10.202546638181428,5.892864732501781,0.41290939453908165,0.35760239439432934,245,213,228,Pink,0,0,1,1,Silk,low,Recyclable
24.296676829939617,9.259161892680744,0.6933021432437448,0.6020201602901394,37,120,174,White,1,0,1,1,Linen,low,Recyclable
27.26876463205923,27.16673861904062,0.07091602639203726,0.026631127378778957,250,62,196,Pink,1,1,0,0,Polyester,high,Reusable
11.434541453186316,8.619823949309591,0.04346608260328581,0.001493011551661998,52,128,246,Pink,0,0,0,0,Silk,high,Reusable
25.707009033954574,25.558475505189477,0.06719262021805311,0.15685218091111816,140,148,55,White,1,1,0,1,Polyester,medium,Upcyclable
21.302247415491987,3.594346322477051,0.435630494358599,0.07575501337033028,89,236,133,Beige,0,0,1,0,Nylon,medium,Repairable
24.57648127995592,30.178090552000018,0.11631988928565569,0.012689637151818135,52,19,254,Beige,1,1,0,0,Polyester,high,Reusable
33.17434386123158,5.209720222777891,0.0034734761161217113,0.23634291513357925,202,200,221,Blue,1,0,0,1,Denim,medium,Upcyclable
16.036895071977035,26.62759925215428,0.144656618649718,0.28854182133590967,118,218,146,Blue,0,1,0,1,Polyester,medium,Upcyclable
11.970110685140083,27.50757120375201,0.20015588881089927,0.1517388028876359,215,28,179,Green,0,1,1,1,Polyester,low,Recyclable
10.883884562995814,11.6387381788451,0.13186946117207754,0.2587127324428274,118,42,189,Black,0,0,0,1,Cotton,medium,Upcyclable
11.473517720276494,26.984318805016724,0.0062700507554754965,0.722933313723158,224,224,127,Red,0,1,0,1,Polyester,medium,Upcyclable
17.383186324687166,23.12530716000267,0.37633297135939947,0.19334206598805395,48,172,176,Red,0,0,1,1,Cotton,low,Recyclable
20.72921579853315,13.53389772568714,0.030611300714983934,0.13447542326060977,121,243,77,Blue,0,0,0,0,Nylon,high,Upcyclable
20.21352639464015,7.897343791085504,0.2605547588026232,0.4978034423458278,69,64,138,Pink,0,0,1,1,Silk,low,Recyclable
24.61746599228819,0.5,0.2440357807763924,0.2398206529483966,162,130,45,Black,1,0,1,1,Wool,low,Hazardous
18.104015135023257,24.195800567596322,0.15592359375450132,0.2096931253835073,15,95,68,Grey,0,0,0,1,Nylon,medium,Upcyclable
29.628272617258535,1.2223667436553391,0.0010779252385738106,0.3588310411470359,12,19,44,Beige,1,0,0,1,Linen,medium,Upcyclable
15.882745334096352,21.144130393295697,0.02548256714033189,0.8755952219318979,235,80,94,Red,0,0,0,1,Cotton,medium,Upcyclable
39.76135333271695,16.83862140701301,0.39002478064817386,0.2379093890645063,120,36,107,Green,1,0,1,1,Cotton,low,Recyclable
23.00533878212005,28.149713305258345,0.05835169874753145,0.4004767294066453,138,37,57,Brown,1,1,0,1,Wool,medium,Upcyclable
11.14273954866974,16.37545400612163,0.7976594722648305,0.3116502025847994,86,240,159,Yellow,0,0,1,1,Silk,low,Upcyclable
9.432860015511102,16.046626563834902,0.05304636822329975,0.28915794062914624,129,201,215,Grey,0,0,0,1,Nylon,medium,Upcyclable
21.85977932194548,28.782448451459548,0.16275483186258136,0.24795447391045955,251,234,114,Grey,0,1,0,1,Polyester,medium,Upcyclable
16.21229771739319,24.020696349009413,0.38036740180084644,0.15682638954008363,93,44,9,Black,0,0,1,1,Cotton,low,Hazardous
23.712003952736737,23.79387148619334,0.7888869892681943,0.1727483434600101,18,220,140,Black,1,0,1,1,Wool,low,Hazardous
21.78590099658836,25.631211077702314,0.02009641782974127,0.0320815843884192,103,169,110,Beige,0,1,0,0,Cotton,high,Reusable
17.41736869874502,1.5731345215147314,0.03958901511485893,0.04446150427176203,44,45,243,White,0,0,0,0,Silk,high,Reusable
11.22565025545276,29.081464159843783,0.0051964088981979175,0.77557272054565,173,59,12,Red,0,1,0,1,Polyester,medium,Upcyclable
5.881222202513083,27.34962552816323,0.5064861633720249,0.36923020864971273,46,95,35,White,0,1,1,1,Polyester,low,Recyclable
14.427880383463831,7.799802457082034,0.01611332047035929,0.5500404303329759,176,12,85,Red,0,0,0,1,Cotton,medium,Upcyclable
24.85119035458778,17.071034315909586,0.13189332551545793,0.673895109095661,78,30,127,Yellow,1,0,0,1,Cotton,medium,Upcyclable
19.71274995304163,19.528312548468424,0.43402945395348114,0.42976851364264373,244,123,200,Green,0,0,1,1,Cotton,low,Recyclable
8.034089770304096,18.386038587179208,0.2764374742887609,0.23554825998627676,41,67,121,Pink,0,0,1,1,Silk,low,Recyclable
19.385447406809455,24.006319598822415,0.23211635785806847,0.0033828649072312387,160,115,146,Brown,0,0,1,0,Cotton,medium,Repairable
21.082539037830696,37.1764013819742,0.7141577793303624,0.030043699490775892,107,61,243,Beige,0,1,1,0,Polyester,medium,Repairable
10.929140510390937,32.981200732073944,0.11945202726571749,0.38480751039217437,168,176,117,White,0,1,0,1,Polyester,low,Compostable
19.229800847564224,4.253369678823125,0.008577938947967264,0.025793218175127478,118,145,245,Yellow,0,0,0,0,Silk,high,Reusable
18.465669747568,27.464839883672585,0.5591344870826012,0.3312744245248116,196,74,134,White,0,1,1,1,Polyester,low,Recyclable
8.856237617355015,35.947199834424914,0.3066271960431532,0.3584602756357349,85,105,14,Yellow,0,1,1,1,Polyester,low,Recyclable
20.862298882786266,24.64170224827043,0.22161641843805988,0.04144905527739659,218,52,80,Brown,0,0,1,0,Cotton,medium,Repairable
22.486276210945874,33.091765102231605,0.3013835817156863,0.4402822366937066,110,145,45,Red,1,1,1,1,Polyester,low,Recyclable
26.664409945402216,44.147245348409186,0.01633293809869905,0.003056472121859965,226,50,205,Grey,1,1,0,0,Wool,high,Reusable
26.430416416279222,32.28451455328378,0.2954600018593608,0.0865315077773968,18,168,232,Yellow,1,1,1,0,Polyester,medium,Repairable
6.978645056343272,22.991703147700747,0.3546953036171545,0.7558970850244275,255,100,47,Pink,0,0,1,1,Silk,low,Recyclable
10.497399680679017,32.54106168901704,0.3739027768410953,0.2268927285294592,38,224,65,Yellow,0,1,1,1,Polyester,low,Recyclable
22.120282137669278,21.738653997162693,0.00869805366178676,0.09774422462998521,134,100,205,Brown,1,0,0,0,Polyester,high,Reusable
22.11028760729767,20.286836519419467,0.6924523445456721,0.37068698304000797,38,194,3,White,1,0,1,1,Linen,low,Recyclable
22.120381490448384,15.78302917143521,0.42019273235209476,0.021158012084502173,97,192,2,Pink,1,0,1,0,Cotton,medium,Repairable
48.821851925237766,38.7609603059853,0.20530279041172741,0.008488738220548879,33,82,2,Beige,1,1,1,0,Nylon,medium,Repairable
22.567124085545338,10.178856008695984,0.012912577207678341,0.20655358961396908,218,122,202,Green,1,0,0,1,Cotton,medium,Upcyclable
27.08452512144479,38.388412696137394,0.036261183433941864,0.15027770424950007,171,133,68,Green,1,1,0,1,Polyester,medium,Upcyclable
25.63201410794562,25.998369484884456,0.02030253300599778,0.04825593888595415,196,201,239,Green,1,1,0,0,Polyester,high,Reusable
23.211130010446382,3.2083259023767,0.24650500869801095,0.03176060660398145,67,164,246,Green,1,0,1,0,Cotton,high,Reusable
15.477846042877236,24.411791515897058,0.0014274172091076414,0.2573468676688201,190,11,92,White,0,0,0,1,Silk,medium,Upcyclable
